Label,Label (cy),Prefix,Name,Abstract,Type,Period Type,Balance,Deprecated Label,Deprecated Label (cy),Deprecated Date,Companies Act,Audit Regulations,FRS 102
Name of entity officer,Enw Swyddog yr endid,bus,NameEntityOfficer,false,stringItemType,duration,,,,,,,
Date assumed position,Dyddiad cymryd y swydd,direp,DateAssumedPosition,false,dateItemType,instant,,,,,Name: CA; Year: 2006; Section: 416; Paragraph: 1.a,,
Date of next reappointment,Dyddiad yr ailbenodiad nesaf,direp,DateNextReappointment,false,dateItemType,instant,,,,,Name: CA; Year: 2006; Section: 416; Paragraph: 1.a,,
Date relinquished position,Dyddiad rhoi'r gorau i'w safle,direp,DateRelinquishedPosition,false,dateItemType,instant,,,,,Name: CA; Section: 416; Paragraph: 1.a; Year: 2006,,
Statement if director or executive had no interest in shares or debentures of the entity or its undertakings,Datganiad os nad oedd gan gyfarwyddwr neu swyddog gweithredol fuddiant mewn cyfranddaliadau neu ddebenturon yn yr endid neu ei ymrwymiadau,direp,StatementIfDirectorOrExecutiveHadNoInterestInSharesOrDebenturesEntityOrItsUndertakings,false,stringItemType,duration,,,,,,,
Dividend recommended by directors,Difidend a argymhellwyd gan y cyfarwyddwyr,direp,DividendRecommendedByDirectors,false,monetaryItemType,duration,debit,,,,Name: CA; Year: 2006; Section: 416; Paragraph: 3,,
Number of staff by gender shown in Strategic Report [heading],Nifer y staff yn ôl rhyw a ddangoswyd yn yr Adroddiad Strategol [pennawd],direp,NumberStaffByGenderShownInStrategicReportHeading,true,types:headingItemType,duration,,,,,,,
Use gender or sex dimensions to record apportionments [guidance],Defnyddiwch ddimensiynau rhywedd neu ryw i gofnodi dosraniadau [canllawiau],direp,UseGenderOrSexDimensionsToRecordApportionmentsGuidance,true,types:guidanceItemType,duration,,,,,,,
Reference date is the period end date [guidance],Dyddiad diwedd cyfnod yw'r dyddiad cyfeirio [canllaw],direp,ReferenceDatePeriodEndDateGuidance,true,types:guidanceItemType,duration,,,,,,,
Number of directors,Nifer y cyfarwyddwyr,direp,NumberDirectors,false,decimalItemType,instant,,,,,Name: CA; Section: 414C; Paragraph: 8.c.i; Year: 2006,,
Number of senior managers,Nifer y uwch reolwyr,direp,NumberSeniorManagers,false,decimalItemType,instant,,,,,Name: CA; Section: 414C; Paragraph: 8.c.ii; Year: 2006,,
Number of employees,Nifer y gweithwyr,direp,NumberEmployees,false,decimalItemType,instant,,,,,Name: CA; Section: 414C; Paragraph: 8.c.iii; Year: 2006,,
Use description of other gender category to record gender description for generic other gender category dimension member [guidance],Defnyddiwch ddisgrifiad o gategori rhywedd arall i gofnodi disgrifiad rhywedd ar gyfer aelod o ddimensiwn categori rhywedd arall [canllaw],direp,UseDescriptionOtherGenderCategoryToRecordGenderDescriptionForGenericOtherGenderCategoryDimensionMemberGuidance,true,types:guidanceItemType,duration,,,,,,,
Description of other gender category,Disgrifiad o gategori rhywedd arall,direp,DIDescriptionOtherGenderCategory,false,stringItemType,instant,,,,,,,
Average number of directors,Nifer cyfartalog y cyfarwyddwyr,direp,AverageNumberDirectors,false,decimalItemType,duration,,,,,,,
Political donations,Rhoddion gwleidyddol,direp,PoliticalDonations,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Paragraph: 3-4; Schedule: 7; Year: 2008,,
UK political donations,Rhoddion gwleidyddol y DU,direp,UKPoliticalDonations,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Paragraph: 3; Schedule: 7; Year: 2008,,
Specific UK political donation [grouping],Rhodd wleidyddol benodol yn y DU [grwpio],direp,SpecificUKPoliticalDonationGrouping,true,types:groupingItemType,duration,,,,,,,
Name or description of UK political organisation,Enw neu ddisgrifiad o sefydliad gwleidyddol y DU,direp,NameOrDescriptionUKPoliticalOrganisation,false,stringItemType,duration,,,,,Name: SI; Number: 410; Paragraph: 3; Schedule: 7; Year: 2008,,
Total donation to UK political organisation,Cyfanswm y rhodd i sefydliad gwleidyddol y DU,direp,TotalDonationToUKPoliticalOrganisation,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Paragraph: 3; Schedule: 7; Year: 2008,,
Non-UK political donations,Rhoddion gwleidyddol nad ydynt yn rhan o'r DU,direp,Non-UKPoliticalDonations,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Paragraph: 4; Schedule: 7; Year: 2008,,
Specific non-UK political donation [grouping],Rhodd wleidyddol benodol nad yw'n rhan o'r DU [dosbarthiad],direp,SpecificNon-UKPoliticalDonationGrouping,true,types:groupingItemType,duration,,,,,,,
Name or description of non-UK recipient organisation,Enw neu ddisgrifiad y sefydliad sy'n derbyn y tu allan i'r DU,direp,NameOrDescriptionNon-UKRecipientOrganisation,false,stringItemType,duration,,,,,Name: SI; Number: 410; Paragraph: 4; Schedule: 7; Year: 2008,,
Total donation to non-UK political organisation,Cyfanswm y rhodd i sefydliad gwleidyddol y tu allan i'r DU,direp,TotalDonationToNon-UKPoliticalOrganisation,false,monetaryItemType,duration,debit,,,,Name: SI; Number: 410; Paragraph: 4; Schedule: 7; Year: 2008,,
Political donations free-text comment,"Rhoddion gwleidyddol, sylwad testun rhydd",direp,PoliticalDonationsFree-textComment,false,stringItemType,duration,,,,,Name: SI; Number: 410; Paragraph: 3-4; Schedule: 7; Year: 2008,,
Employment of disabled persons policy,Polisi cyflogi pobl anabl,direp,EmploymentDisabledPersonsPolicy,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 10,,
"Description of arrangements related to employees, such as provision of information and consultation","Disgrifiad o drefniadau cysylltiedig â gweithwyr, megis darparu gwybodaeth ac ymgynghoriadau",direp,DescriptionArrangementsRelatedToEmployeesSuchAsProvisionInformationConsultation,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 11,,
Purchase of own shares [heading],Prynu eich cyfranddaliadau eich hun [pennawd],direp,PurchaseOwnSharesHeading,true,types:headingItemType,duration,,,,,,,
Use entity share classes dimension to identify individual share class [guidance],Defnyddiwch dimensiwn dosbarth cyfranddaliadau yr endid i enwi dosbarth cyfran cyfranddaliadau unigol [canllawiau],bus,UseEntityShareClassesDimensionToIdentifyIndividualShareClassGuidance,true,types:guidanceItemType,duration,,,,,,,
Use share types dimension to identify individual share type [guidance],Defnyddiwch dimensiwn math o gyfranddaliadau i enwi math o gyfranddaliadau unigol [canllawiau],bus,UseShareTypesDimensionToIdentifyIndividualShareTypeGuidance,true,types:guidanceItemType,duration,,,,,,,
Description of share type,Disgrifiad o fath y cyfranddaliad,bus,DescriptionShareType,false,stringItemType,duration,,,,,Name: CA; Section: 540; Year: 2006,,
Net consideration paid for own shares,Cydnabyddiaeth net a dalwyd am eich cyfranddaliadau eich hun,direp,NetConsiderationPaidForOwnShares,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.a,,
"Purchase of own shares, expense","Prynu eich cyfranddaliadau eich hun, traul",direp,PurchaseOwnSharesExpense,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.a,,
"Sale of own shares, income","Gwerthu eich cyfranddaliadau eich hun, incwm",direp,SaleOwnSharesIncome,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.b,,
Nominal value of own shares purchased,Gwerth enwol eich cyfranddaliadau eich hun a brynwyd,direp,NominalValueOwnSharesPurchased,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.a,,
Number of own shares purchased,Nifer o'ch cyfranddaliadau eich hun a brynwyd,direp,NumberOwnSharesPurchased,false,sharesItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.a,,
Maximum nominal value of own shares held by entity in period,Uchafswm gwerth enwol cyfranddaliadau a ddelir gan endid yn y cyfnod,direp,MaximumNominalValueOwnSharesHeldByEntityInPeriod,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.c,,
Maximum number of own shares held by entity in period,Uchafswm y cyfranddaliadau a ddelir gan endid yn y cyfnod,direp,MaximumNumberOwnSharesHeldByEntityInPeriod,false,sharesItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.c,,
Nominal value of own shares sold,Gwerth enwol eich cyfranddaliadau eich hun a werthwyd,direp,NominalValueOwnSharesSold,false,monetaryItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.d,,
Number of own shares sold,Nifer o'ch cyfranddaliadau eich hun a werthwyd,direp,NumberOwnSharesSold,false,sharesItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.d,,
Percentage of called-up share capital represented by purchases during the period,Canran o gyfalaf cyfalaf cyfranddaliadau wedi'i alw a gynrychiolir gan bryniannau yn ystod y cyfnod,direp,PercentageCalled-upShareCapitalRepresentedByPurchasesDuringPeriod,false,num:percentItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.e,,
Description of reasons for purchase of own shares,Disgrifiad o'r rhesymau dros brynu cyfranddaliadau eich hunain,direp,DescriptionReasonsForPurchaseOwnShares,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9.a,,
"Description of shares acquired or held in special circumstances, including the type, number and nominal values of shares acquired, disposed of or charged","Disgrifiad o'r cyfranddaliadau a gafwyd neu a ddelir dan amgylchiadau arbennig, yn cynnwys y math, nifer a gwerth enwol y cyfranddaliadau a gafwyd, a waredwyd neu a newidiwyd",direp,DescriptionSharesAcquiredOrHeldInSpecialCircumstancesIncludingTypeNumberNominalValuesSharesAcquiredDisposedOrCharged,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9,,
Purchase of own shares free-text comment,"Prynu eich cyfranddaliadau eich hun, sylwad testun rhydd",direp,PurchaseOwnSharesFree-textComment,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 9,,
Entity and directors' statements [heading],Datganiadau endid a chyfarwyddwyr [pennawd],direp,EntityDirectorsStatementsHeading,true,types:headingItemType,duration,,,,,,,
Statement that directors acknowledge their responsibilities under the Companies Act,Datganiad bod cyfarwyddwyr yn cydnabod eu cyfrifoldebau o dan y Ddeddf Cwmnïau,direp,StatementThatDirectorsAcknowledgeTheirResponsibilitiesUnderCompaniesAct,false,stringItemType,duration,,,,,Name: CA; Section: 475; Paragraph: 3.b; Year: 2006,,
Statement that directors' report has been prepared in accordance with the provisions of the small companies regime,Datganiad bod adroddiad y Cyfarwyddwyr wedi cael ei baratoi yn unol â darpariaethau y gyfundrefn cwmnïau bach,direp,StatementThatDirectorsReportHasBeenPreparedInAccordanceWithProvisionsSmallCompaniesRegime,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 419; Paragraph: 2,,
Statement that accounts have been prepared in accordance with the provisions of the small companies regime,Datganiad bod cyfrifon wedi cael eu paratoi yn unol â darpariaethau y gyfundrefn cwmnïau bach,direp,StatementThatAccountsHaveBeenPreparedInAccordanceWithProvisionsSmallCompaniesRegime,false,stringItemType,duration,,,,,"[Name: CA; Year: 2006; Section: 414; Paragraph: 3], [Name: CA; Year: 2006; Section: 444; Paragraph: 5], [Name: CA; Section: 450; Paragraph: 3; Year: 2006]",,
Abbreviated accounts are in accordance with special provisions in section 445(3) of the Companies Act relating to medium-sized companies [true/false] (Deprecated 2022-01-01),Mae'r cyfrifon crynodol yn unol a darpariaethau arbennig adran 445(3) y Ddeddf Cwmnïau mewn perthynas â chwmnïau canolig [gwir/anwir] (Anghymeradwywyd 2022-01-01),direp,AbbreviatedAccountsAreInAccordanceWithSpecialProvisionsInSection4453CompaniesActRelatingToMedium-sizedCompaniesTruefalse,false,booleanItemType,duration,,,,2022-01-01,"[Name: CA; Year: 2006; Section: 445; Paragraph: 3], [Name: CA; Section: 450; Paragraph: 3; Year: 2006]",,
Description why an entity with subsidiaries has not prepared group accounts,Disgrifiad o pam nad yw endid sydd ag is-gwmnïau wedi paratoi cyfrifon Grŵp,direp,DescriptionWhyAnEntityWithSubsidiariesHasNotPreparedGroupAccounts,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 4; Paragraph: 10(1),,
Entity has taken exemption under the Companies Act in not publishing its own profit and loss account [true/false],Mae'r endid wedi defnyddio esemptiad o dan y Ddeddf Cwmnïau i beidio â chyhoeddi ei gyfrif elw a cholled ei hun [gwir/anwir],direp,EntityHasTakenExemptionUnderCompaniesActInNotPublishingItsOwnProfitLossAccountTruefalse,false,booleanItemType,duration,,,,,Name: CA; Year: 2006; Section: 408; Paragraph: 4,,
Statement on quality and completeness of information provided to auditors,Datganiad ar ansawdd a chyflawnder gwybodaeth a ddarperir i archwilwyr,direp,StatementOnQualityCompletenessInformationProvidedToAuditors,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 418; Paragraph: 2,,
Statement on qualifying third party indemnity provisions,Datganiad ar ddarpariaethau indemniad trydydd parti cymwys,direp,StatementOnQualifyingThirdPartyIndemnityProvisions,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 236,,
Statement on matters required in directors' report being placed in strategic report,Datganiad ar faterion sydd yn ofynnol mewn adroddiad y cyfarwyddwyr gaiff eu rhoi mewn adroddiad strategol,direp,StatementOnMattersRequiredInDirectorsReportBeingPlacedInStrategicReport,false,stringItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 7; Paragraph: 1A,,
Company has acted as an agent during the period [true/false],Mae'r cwmni wedi gweithredu fel asiant yn ystod y cyfnod [gwir/anwir],direp,CompanyHasActedAsAnAgentDuringPeriodTruefalse,false,booleanItemType,duration,,,,,Name: SI; Number: 410; Year: 2008; Schedule: 1; Paragraph: 71,,
Statement that company has prepared accounts under the provisions relating to medium-sized companies,Datganiad bod y cwmni wedi paratoi cyfrifon dan y darpariaethau sy'n ymwneud â chwmnïau canolig eu maint,direp,StatementThatCompanyHasPreparedAccountsUnderProvisionsRelatingToMedium-sizedCompanies,false,stringItemType,duration,,,,,Name: CA; Number: ; Section: 445; Paragraph: 2; Year: 2006,,
Statement that company entitled to exemption from audit under section 477 Companies Act 2006 relating to small companies,Datganiad bod gan y cwmni hawl i esemptiad o archwiliad o dan adran 477 Deddf Cwmnïau 2006 mewn perthynas â chwmnïau bach,direp,StatementThatCompanyEntitledToExemptionFromAuditUnderSection477CompaniesAct2006RelatingToSmallCompanies,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 475; Paragraph: 2,,
Statement that company entitled to exemption from audit under section 479A Companies Act 2006 relating to subsidiary companies,Datganiad bod gan y cwmni hawl i esemptiad o archwiliad o dan adran 479A Deddf Cwmnïau 2006 mewn perthynas ag is-gwmnïau,direp,StatementThatCompanyEntitledToExemptionFromAuditUnderSection479ACompaniesAct2006RelatingToSubsidiaryCompanies,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 475; Paragraph: 2,,
Statement that company entitled to exemption from audit under section 480 Companies Act 2006 relating to dormant companies,Datganiad bod gan y cwmni hawl i esemptiad o archwiliad o dan adran 480 Deddf Cwmnïau 2006 mewn perthynas â chwmnïau segur,direp,StatementThatCompanyEntitledToExemptionFromAuditUnderSection480CompaniesAct2006RelatingToDormantCompanies,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 475; Paragraph: 2,,
Statement that members have not required the company to obtain an audit,Datganiad nad yw aelodau wedi ei gwneud yn ofynnol i'r cwmni gael archwiliad,direp,StatementThatMembersHaveNotRequiredCompanyToObtainAnAudit,false,stringItemType,duration,,,,,Name: CA; Year: 2006; Section: 475; Paragraph: 3.a,,
Statement that members have agreed to preparation of abridged accounts under section 444 Companies Act 2006,Datganiad bod aelodau wedi cytuno i baratoi cyfrifon talfyredig o dan adran 444 Deddf Cwmnïau 2006,direp,StatementThatMembersHaveAgreedToPreparationAbridgedAccountsUnderSection444CompaniesAct2006,false,stringItemType,duration,,,,,Name: SI; Number: 980; Paragraph: 8(3)(c); Part: 2; Year: 2015,,
